Resource_ID,Domain_ID,Domain,Resource_Name,Resource_Description,Resource_type,Resource_Redirect_URL,Category,Resource_icon
45s1cw2y,ls9w3gzv,Decluttering Routines,Declutter your mind,"How to Stop Worrying, Relieve Anxiety and Eliminate Negative Thinking",Resource URL,https://www.amazon.in/Declutter-Your-Mind-S-Scott/dp/9391019056/ref=sr_1_3?keywords=declutter+your+mind&qid=1666969025&qu=eyJxc2MiOiIyLjU5IiwicXNhIjoiMS40MSIsInFzcCI6IjEuNjQifQ%3D%3D&s=books&sr=1-3,,"https://m.media-amazon.com/images/I/41cBXROKkqL._SX323_BO1,204,203,200_.jpg"
awwpouxz,ls9w3gzv,Decluttering Routines,Mental detox,3 practical tips to declutter and detoxify your mind,Video,https://youtu.be/kcd29kqUY48,,https://yt3.ggpht.com/ytc/AMLnZu8UQOVIkub0P45Tkom1oY0xjZSILc4GQ0WRAEpi7w=s176-c-k-c0x00ffffff-no-rj
odj1fcs4,ls9w3gzv,Decluttering Routines,Personal Growth,15 ways to declutter your mind,Blog,https://chopra.com/articles/15-ways-to-declutter-your-mind,,https://chopra.brightspotcdn.com/9c/2f/b52af35a4e96b617366a0b440060/chorpa-emblem-midnight.jpg
f5t8rfs2,ls9w3gzv,Decluttering Routines,Quote,Image,Image,https://itsallyouboo.com/wp-content/uploads/2018/11/declutter-your-mind-to-focus-better-at-work-Louise-Smith-Quote.jpg,,https://itsallyouboo.com/wp-content/uploads/2018/11/declutter-your-mind-to-focus-better-at-work-Louise-Smith-Quote.jpg
8tgvmeyj,ls9w3gzv,Decluttering Routines,Checklist to declutter,Image,Image,https://946583.smushcdn.com/2542770/wp-content/uploads/2017/07/declutter-your-life-2.png?lossy=1&strip=1&webp=1,,https://itsallyouboo.com/wp-content/uploads/2018/11/declutter-your-mind-to-focus-better-at-work-Louise-Smith-Quote.jpg
z3k18ow3,ls9w3gzv,Decluttering Routines,Sharp your brain,How to declutter your mind for a sharper brain.,Blog,https://www.lifehack.org/620550/how-to-declutter-your-brain-and-get-organized,,https://cdn.lifehack.org/wp-content/themes/v6/images/lifehack-main-logo.png
zjvy4143,ls9w3gzv,Decluttering Routines,Free mental space,10 ways to declutter your mind,Blog,https://daringtolivefully.com/declutter-your-mind,,https://daringtolivefully.com/wp-content/uploads/2015/01/daringtolivefully.png
rerk7y8m,6eb4ffb4,Utility,Google Drive,"Store, share, and collaborate on files and folders from your mobile device, tablet, or computer",Application,https://www.google.com/drive/,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4Qw4izG59ENBQITZpnFJBmbw42HLF3iH2l6q1IEFl44Bw87tJessAoiv9mabXllOZOMs&usqp=CAU
pzhgt5mo,6eb4ffb4,Utility,Avast,"Free antivirus for PC, Mac & Android.",Application,https://www.avast.com/en-in/index#pc,,https://static3.avast.com/10002665/web/i/v2/components/logos/avast-logos/seo/open-graph-image.png
znck4wfx,6eb4ffb4,Utility,Peazip,PeaZip is a free and open-source file manager and file archiver,Application,https://peazip.github.io/,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Peazip_ico.svg/1200px-Peazip_ico.svg.png
yttspqyn,6eb4ffb4,Utility,Adobe Photoshop,"Create beautiful images, graphics, paintings and 3D artwork on your desktop or iPad.",Application,https://www.adobe.com/in/products/photoshop.html,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Adobe_Photoshop_CC_icon.svg/640px-Adobe_Photoshop_CC_icon.svg.png
mvb2w67l,6eb4ffb4,Utility,Blender,Blender is the free and open source 3D creation suite.,Application,https://www.blender.org/download/,,https://download.blender.org/branding/blender_logo_socket.png
qnvrv3fi,6eb4ffb4,Utility,Audacity,Audacity is a free and open-source digital audio editor and recording application software,Application,https://www.audacityteam.org/download/,,https://www.audacityteam.org/wp-content/uploads/2017/04/Audacity_Logo_512px_transparent.png
duvz9ox1,6eb4ffb4,Utility,Android Studio,Android Studio is the official integrated development environment for Google's Android operating system,Application,https://developer.android.com/studio,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Android_Studio_Icon_%282014-2019%29.svg/1200px-Android_Studio_Icon_%282014-2019%29.svg.png
rqtj791b,6eb4ffb4,Utility,AppSheet,"AppSheet is a true no-code platform, which means anyone can build rich apps and automated processes without writing a line of code.",Website,https://cloud.google.com/appsheet,,https://play-lh.googleusercontent.com/rW4cFCs9COZhpTYlW9x9OL2lKAy9kkPCTEfEUliybKOiXLsfi2BlOWyvZolbCiszcj4=w240-h480-rw
oq14qpak,6eb4ffb4,Utility,Google Lens,"Google Lens lets you search what you see, get things done faster, and understand the world around you",Application,https://play.google.com/store/apps/details?id=com.google.ar.lens&hl=en_IN&gl=US,,https://play-lh.googleusercontent.com/G5oF0mhpOcQzFTrU6TDUL0JoAjzRt38weiZKua7L61WVT1z3dPcE9gUu-W2EwtM9cZU=w240-h480-rw
xb7l7iyq,6eb4ffb4,Utility,Ixigo,Train Ticket Booking App,Application,https://play.google.com/store/apps/details?id=com.ixigo.train.ixitrain&hl=en_IN&gl=US,,https://play-lh.googleusercontent.com/hqBIT_YHJYDbNtsiL79ai6CQtgblYjT7bAVrPO0idwyHOKdZUAD_hzTGqniM6l6rbRY=w240-h480-rw
ypmixoi5,55458dd7,Need Break,Symptoms you need a break,Importance of taking a break from your daily routine,Blog,https://www.healthshots.com/preventive-care/self-care/the-importance-of-taking-a-break-from-your-daily-routine/,,https://www.htmedia.in/wp-content/uploads/2020/08/healthshots-logo-new-1.png
mm4ykbz1,55458dd7,Need Break,Why need break,Make breaks part of your routine,Blog,https://medium.com/taking-note/why-you-need-to-make-breaks-part-of-your-routine-197e1d64ecb2,,https://cdn.mos.cms.futurecdn.net/uazw6gFQuEC29mxMM55Tpb.jpg
efxhuccm,55458dd7,Need Break,Google Travel,"Plan your trip with Google. Find flights, hotels, vacation rentals, things to do, and more.",Website,https://www.google.com/travel/,,https://cdn.worldvectorlogo.com/logos/google-travel.svg
4xkcbhor,55458dd7,Need Break,Important to take break,Taking a break is important,Video,https://youtube.com/shorts/o0ELuSqGSrI?feature=share,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFxQXqLbKXdQ_XkdrwP11twQK5aYZ3_Zpk0sjqEf4XRFFa10OFivkSDOgpBCoB_beRwn4&usqp=CAU
fmeaoor5,55458dd7,Need Break,Tiny buddha,40 ways to give yourself a break,Blog,https://tinybuddha.com/blog/40-ways-to-give-yourself-a-break/,,https://cdn.tinybuddha.com/wp-content/themes/tinybuddha/images/logo.png
gddomhjt,55458dd7,Need Break,Declutter the mind,10 things to do to take a break,Blog,https://declutterthemind.com/blog/i-need-a-break/,,https://declutterthemind.com/wp-content/uploads/declutterlogo1680x157g.svg
vrr1vd3e,55458dd7,Need Break,Quote,Image,Image,https://learninginlife.com/wp-content/uploads/2016/06/11174816_973665869371786_471528188838735953_n.jpg,,https://learninginlife.com/wp-content/uploads/2016/06/11174816_973665869371786_471528188838735953_n.jpg
ennfbb2x,55458dd7,Need Break,Quote,Image,Image,https://i.pinimg.com/736x/17/5c/db/175cdb0f469dabbdd86d1659f2baec61.jpg,,https://learninginlife.com/wp-content/uploads/2016/06/11174816_973665869371786_471528188838735953_n.jpg
2hrkwrls,55458dd7,Need Break,Spotify,Digital music service that gives you access to millions of songs.,Application,https://open.spotify.com/,,https://developer.spotify.com/assets/branding-guidelines/icon3@2x.png
n1spxkvc,g98a94gj,Relationships,HelpGuide,Tips for Building a healthy relationship,Blog,https://www.helpguide.org/articles/relationships-communication/relationship-help.htm,,https://www.helpguide.org/wp-content/uploads/2019/07/HelpGuideLongLogoV8-03_tight-crop.png
r8dqa82d,d308ebe2,Professional Consultancy,International Mental Health Collaborating Network,Supporting community mental health and taking better care of people with mental health problems.,Website,https://imhcn.org/,,https://imhcn.org/wp-content/uploads/logo-large.jpeg
dqas2fos,d308ebe2,Professional Consultancy,Practo,Connect with Psychiatrists Consultancy,Website,https://www.practo.com/nagpur/psychiatrist,,https://blog.practo.com/wp-content/uploads/2017/04/1.png
9uvmd7ng,d308ebe2,Professional Consultancy,Counselling Psychology,About what happen in psychology,Blog,https://www.apa.org/ed/graduate/specialize/counseling,,https://www.apa.org/Content/Images/logo.png
emjvbz4v,d308ebe2,Professional Consultancy,Practo,Connect with Counselling Psychologists,Website,https://www.practo.com/nagpur/counselling-psychologist,,https://blog.practo.com/wp-content/uploads/2017/04/1.png
o1cgpxg8,d308ebe2,Professional Consultancy,Sulekha,Psychological Counselling & Healing Services,Website,https://www.sulekha.com/psychological-counselling-healing-centres/nagpur,,https://img.favpng.com/0/4/24/logo-sulekha-properties-sulekha-com-clip-art-png-favpng-TUp12eQFyGr8vkVYe70D9YMY5.jpg
rsdghd3c,d308ebe2,Professional Consultancy,About Counselling,"What is Counselling ? Definition, Types & Process",Blog,https://www.edumilestones.com/blog/details/what-is-counselling-definition-types-process,,https://edumilestones.com/blog/images/logo.png
4vt5kjtc,d308ebe2,Professional Consultancy,Depression Counselling,How to treat depression without medicines,Video,https://www.youtube.com/watch?v=RDxMxOKpoQQ,,https://yt3.ggpht.com/ytc/AMLnZu9xScd9q4tHqxB6M6sStOyXDn2QHRXbjxZg2-ZM=s176-c-k-c0x00ffffff-no-rj
i3sski99,d308ebe2,Professional Consultancy,Why Counselling,5 Signs that You Need Therapy!,Video,https://www.youtube.com/watch?v=AqnGLiWt_34,,https://yt3.ggpht.com/ytc/AMLnZu-VLDBJnDubub6wxUIH1ihcmw5mxasqhcAd95MFsQ=s176-c-k-c0x00ffffff-no-rj
9z6whltm,d308ebe2,Professional Consultancy,Why consultancy,Image,Image,https://s3-ap-south-1.amazonaws.com/blogmindler/bloglive/wp-content/uploads/2019/03/11113602/How-to-Become-a-Counsellor-in-India.png,,https://s3-ap-south-1.amazonaws.com/blogmindler/bloglive/wp-content/uploads/2019/03/11113602/How-to-Become-a-Counsellor-in-India.png
pdljfb22,d308ebe2,Professional Consultancy,Why consultancy,Image,Image,https://img.freepik.com/free-vector/man-doing-human-brain-puzzle-psychology-psychotherapy-session-mental-healing-wellbeing-therapist-counselling-mental-illness-difficulties-violet-palette-vector-isolated-illustration_335657-2248.jpg?auto=format&h=200,,https://img.freepik.com/free-vector/man-doing-human-brain-puzzle-psychology-psychotherapy-session-mental-healing-wellbeing-therapist-counselling-mental-illness-difficulties-violet-palette-vector-isolated-illustration_335657-2248.jpg?auto=format&h=200
nfrdanhp,d308ebe2,Professional Consultancy,BetterHelp,Therapy program,Website,https://www.betterhelp.com/,,https://dy7glz37jgl0b.cloudfront.net/brand/betterhelp/logo_reverse_medium.png?v=966d54b722cb
7lj34io3,b2293dc3,Mental Health,Calm Sage,Blogs related to deal with mental health issues,Blog,https://www.calmsage.com/category/mental-health/,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/calm-sage-icon.png
1nl5lr5q,c5c88434,Motivational,Calm Sage,Blogs related to ,Blog,https://www.calmsage.com/category/self-improvement/motivation/,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/calm-sage-icon.png
qze876jp,2b20d522,Health Management,Calm Sage,Blogs related to dealing with management issues,Blog,https://www.calmsage.com/category/self-improvement/self-care/,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/calm-sage-icon.png
chi2v7uh,109a774b,Inspirational,Get your Daily Quotes,Get quotes by various influencers,Website,https://graciousquotes.com/,Quotes,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/quotes-icon.png
9cuc5vxu,c5c88434,Motivational,Gary Vee,Talks about working hard and saving it,Audio,https://open.spotify.com/episode/6BHSg7kujV7RFDilbBMxY4,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/spotify-icon.png
3q11ocbi,5f6a443b,Learning,Ankur Warikoo,5 ways to master speaking english,Video,https://www.youtube.com/watch?v=RtN96mI6wt0,,https://yt3.ggpht.com/X9eoDIB9cgb1s-kvATRs1lQDcU4Fjc15NDV9s9FF8ck7IsA8u7OdijaernoDV9LLdePgjlt_=s176-c-k-c0x00ffffff-no-rj
u33nekig,5f6a443b,Learning,Spoken English Guru,English Speaking Course,Video,https://youtube.com/playlist?list=PLsXdBvuJ5ox7U8HipGaQoS95fFcIhKRRS,,https://yt3.ggpht.com/ytc/AMLnZu9nzLeGnnza-QrboZyg7EGNK3OfBwQbIZ8D_ZZ1ug=s88-c-k-c0x00ffffff-no-rj
mx6ubbsl,c5c88434,Motivational,Ben Lionel Scott,Talks about what is real success,Audio,https://open.spotify.com/episode/6rz6YitU16BolBuSXsY3jj,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/spotify-icon.png
98teeesq,2b20d522,Health Management,Motivationaly,Talks about how to stay healthy during a pandemic,Blog,https://motivationalspeech.xyz/stay-healthy-during-a-pandemic/,,https://motivationalspeech.xyz/wp-content/uploads/2020/07/cropped-motivational-speech-1-9.png
v2iaw511,c5c88434,Motivational,Christian Cardenas,Talks about struggle and discipline,Audio,https://open.spotify.com/track/16y4pU9eyx0B1RiFdy6Tad,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/spotify-icon.png
fnidlhw6,109a774b,Inspirational,Sandeep Maheshwari,Talks about Albert Einstein quote 'the true sign of intelligence is not knowledge but imagination.',Video,https://youtu.be/RQgSyIDqVQY,,https://yt3.ggpht.com/W-LbQKXkf3HJsvau1PC8jnOoryI_7AjdGGORmmpWUO4Bdb3Alem-X4fasmV43aRXRydCy3gyAig=s176-c-k-c0x00ffffff-no-rj
y5dxu566,9552470e,Physical Health,Hurberman lab,Protocal and tools to optimize physical health,Audio,https://open.spotify.com/episode/5LYlDlDu61KTirMe46YERi?si=c138f4b63f194c51,,https://i.scdn.co/image/ab6765630000ba8a163bf8f74577a2246184654b
ygh5mi1g,9552470e,Physical Health,The Ranveer Show,Health and fitness guide,Audio,https://open.spotify.com/episode/7tk43nVbEIEEprzXNL2S5t?si=d0d34ce4c3f4465a,,https://yt3.ggpht.com/qRQ8KKGGxlP9uemZw9WbBkesyXSnnHdWlm3K5eQvkXKUL15aNuTefXOaUu00OJl7jfo-AGWqFw=s900-c-k-c0x00ffffff-no-rj
atr341al,9552470e,Physical Health,The Ranveer Show,Fitness coach shares workout and diet secrtes,Audio,https://open.spotify.com/episode/3yrNzHityUGww9fjxm01Sx?si=d1ed72e7d24e45e0,,https://yt3.ggpht.com/qRQ8KKGGxlP9uemZw9WbBkesyXSnnHdWlm3K5eQvkXKUL15aNuTefXOaUu00OJl7jfo-AGWqFw=s900-c-k-c0x00ffffff-no-rj
joucd5tf,a6d0f589,Sleep Management,Sadhguru,Do these 5 things before sleeping,Video,https://youtu.be/F5378Ag9EjA,,https://yt3.ggpht.com/jBfoRxDyDktypbBYYra8woH5YUM9C89E7bDEE2c6qcEjjbGDRXYJEJZd0oyBpMGalKk5Nz8F6Jo=s176-c-k-c0x00ffffff-no-rj
hiagyro2,f87d9f9d,Time Management,Ankur Warikoo,Time management tips,Video,https://youtu.be/op_jwGT6Bvc,,https://yt3.ggpht.com/X9eoDIB9cgb1s-kvATRs1lQDcU4Fjc15NDV9s9FF8ck7IsA8u7OdijaernoDV9LLdePgjlt_=s176-c-k-c0x00ffffff-no-rj
wk2xppz9,f87d9f9d,Time Management,Ali abdal,10 Time management tips,Video,https://youtu.be/iONDebHX9qk,,https://yt3.ggpht.com/ytc/AMLnZu8jMuRdEFMazCjhD3Ox-ItOtqT8vtoEkAbjuDis=s176-c-k-c0x00ffffff-no-rj
bloia83e,5f6a443b,Learning,CodeWithHarry,Android Development Tutorial for Beginners,Video,https://youtu.be/mXjZQX3UzOs,,https://yt3.ggpht.com/ytc/AMLnZu8dZQJYCt6Ffcd-pl113huuo_HJ3PpvgkyFk5FkrQ=s176-c-k-c0x00ffffff-no-rj
2hhcy7h1,g98a94gj,Relationships,Sandeep Maheshwari,Secret of a Happy Relationship,Video,https://youtu.be/0uLLuodEFhE,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
qaqd3nij,g98a94gj,Relationships,Gaur Gopal Das.,Secret Of A Long Lasting Relationship,Video,https://www.youtube.com/watch?v=A45rpr3KLe8,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
ky5q8tra,g98a94gj,Relationships,Relationships Matter,Why relationships matter and how to build one,Blog,https://www.psychologytoday.com/us/basics/relationships,,https://www.crossfit.com/wp-content/uploads/2019/03/01150304/PsychologyToday_Logo-front.png
hpqu6rk7,g98a94gj,Relationships,Ankur Warikoo,Why relationships are hard,Audio,https://open.spotify.com/episode/52wJ8KJGRF07FSP4HKpsZ5?si=c1e2a5ba4b444ed3,,https://m.media-amazon.com/images/M/MV5BOTZlZjZlOWYtNTExMC00MGI5LWI1NWMtYTMyODUwMjU3ZjczXkEyXkFqcGdeQXVyMTM1MTE1NDM1._V1_.jpg
tkflgouk,g98a94gj,Relationships,Ankur Warikoo,Ending Relationship,Audio,https://open.spotify.com/episode/7xcMQ4GUyeAhQvJNCv4eVf?si=38490e1522a24b48,,https://m.media-amazon.com/images/M/MV5BOTZlZjZlOWYtNTExMC00MGI5LWI1NWMtYTMyODUwMjU3ZjczXkEyXkFqcGdeQXVyMTM1MTE1NDM1._V1_.jpg
88uf3g5e,g98a94gj,Relationships,On Purpose,3 ways love affects the brain & 3 steps for healthy relationships,Audio,https://open.spotify.com/episode/5wBgXfTMRaEGneKtD2v1ig?si=8ce0274b1253422e,,https://i.scdn.co/image/ab6765630000ba8a513a9f74a6e1a5e869832899
u6p7najn,g98a94gj,Relationships,On Purpose,Boundaries to set in relationships,Audio,https://open.spotify.com/episode/4ujMBEAkkAU2cY3fLz1qcF?si=1e6366c7aff64e1a,,https://i.scdn.co/image/ab6765630000ba8a513a9f74a6e1a5e869832899
zc6expbs,g98a94gj,Relationships,Attached,"Are you Anxious, Avoidant or Secure? How the science of adult attachment can help you find – and keep – love",Resource URL,https://www.amazon.in/Attached-Anxious-Avoidant-science-attachment/dp/1529032172/ref=sr_1_1?keywords=Attached&qid=1667035015&qu=eyJxc2MiOiIxLjE0IiwicXNhIjoiMC42MiIsInFzcCI6IjAuNzIifQ%3D%3D&s=books&sr=1-1,,"https://m.media-amazon.com/images/I/31xoRT15FRL._SX328_BO1,204,203,200_.jpg"
